CNN Evaluation on Distorted Images

The tumor_probability column is the CNN output probability for the tumor class.
Probability >= 0.5 is predicted as tumor; otherwise it is predicted as no_tumor.

clean      | original                 | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.203065
distorted  | perspective_warp         | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.105035
distorted  | perspective_warp         | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.194384
distorted  | barrel_distortion        | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.109609
distorted  | barrel_distortion        | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.089111
distorted  | barrel_distortion        | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.921723
distorted  | barrel_distortion        | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.202411
distorted  | barrel_distortion        | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.384909
distorted  | barrel_distortion        | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.685788
distorted  | barrel_distortion        | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.314972
distorted  | barrel_distortion        | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.288330
distorted  | barrel_distortion        | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.175698
distorted  | barrel_distortion        | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.954922
distorted  | barrel_distortion        | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.938524
distorted  | barrel_distortion        | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.092874
distorted  | barrel_distortion        | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.379199
distorted  | barrel_distortion        | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.595703
distorted  | barrel_distortion        | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.387712
distorted  | barrel_distortion        | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.490899
distorted  | barrel_distortion        | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.373017
distorted  | barrel_distortion        | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.902807
distorted  | barrel_distortion        | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.239865
distorted  | barrel_distortion        | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.997827
distorted  | barrel_distortion        | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.459549
distorted  | barrel_distortion        | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.471075
distorted  | barrel_distortion        | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.474896
distorted  | barrel_distortion        | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.507688
distorted  | barrel_distortion        | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.446882
distorted  | barrel_distortion        | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.848336
distorted  | barrel_distortion        | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.800203
distorted  | barrel_distortion        | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.998107
distorted  | barrel_distortion        | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.499087
distorted  | barrel_distortion        | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.702923
distorted  | barrel_distortion        | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.719544
distorted  | barrel_distortion        | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.487145
distorted  | barrel_distortion        | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.521121
distorted  | barrel_distortion        | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.400031
distorted  | barrel_distortion        | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.408539
distorted  | barrel_distortion        | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.805877
distorted  | barrel_distortion        | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.156958
distorted  | barrel_distortion        | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.603889
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.919829
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.714733
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.949896
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.975961
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.677209
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.996907
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.954383
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.968724
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.779718
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.975103
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.974410
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.863545
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.978932
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.871138
distorted  | pixelation               | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.944027
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.960194
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.960749
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.992115
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.915116
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.998746
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.983972
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.991295
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.980568
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.994751
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.991194
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.962243
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.989711
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.991326
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.988913
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.970822
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.996197
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.968301
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.983618
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.951307
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.984249
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.991655
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.813652
distorted  | pixelation               | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.898406
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.417158
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.462190
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.559032
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.124380
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.340851
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.266207
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.229293
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.265282
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.484708
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.381436
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.381415
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.167538
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.551615
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.802539
distorted  | gaussian_noise_snr_5db   | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.291157
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.558114
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.405202
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.545388
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.383619
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.280756
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.406096
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.180559
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.762166
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.196184
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.155023
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.465692
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.659618
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.527443
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.190213
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.354679
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.232471
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.324522
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.335844
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.673498
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.194511
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.175189
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.459842
distorted  | gaussian_noise_snr_5db   | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.379406
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.544454
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.374994
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.789854
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.354471
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.311628
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.717010
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.529559
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.519768
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.688490
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.743144
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.739757
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.274191
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.730487
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.945902
distorted  | gaussian_noise_snr_10db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.588153
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.869765
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.739172
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.931610
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.622533
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.935986
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.780226
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.629160
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.920532
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.635798
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.557379
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.745658
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.939465
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.889510
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.618568
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.866771
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.745424
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.726464
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.676992
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.886258
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.524164
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.760427
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.588022
distorted  | gaussian_noise_snr_10db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.521312
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.424915
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.257354
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.727451
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.423860
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.218215
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.845262
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.547661
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.562634
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.622600
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.804236
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.800099
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.240727
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.747476
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.928142
distorted  | gaussian_noise_snr_15db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.588346
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.885343
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.755286
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.971591
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.604475
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.994580
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.809593
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.765494
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.897334
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.788075
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.711874
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.762461
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.965564
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.959029
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.759618
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.943633
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.883010
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.789927
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.758399
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.895242
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.616467
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.927240
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.473881
distorted  | gaussian_noise_snr_15db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.511330
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.310661
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.190931
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.622618
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.411340
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.167595
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.873727
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.499360
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.550767
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.529413
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.798781
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.793335
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.192206
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.723756
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.885060
distorted  | gaussian_noise_snr_20db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.541291
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.859533
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.708696
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.977197
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.541120
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.998341
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.775298
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.781330
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.841646
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.820836
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.739439
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.735794
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.964284
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.969805
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.782121
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.953843
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.912568
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.778214
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.774701
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.873135
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.613448
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=tumor    | correct=True  | type=TT | tumor_probability=0.953798
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.361966
distorted  | gaussian_noise_snr_20db  | true=tumor    | predicted=no_tumor | correct=False | type=TF | tumor_probability=0.481304
distorted  | gaussian_noise_snr_30db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.222920
distorted  | gaussian_noise_snr_30db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.141239
distorted  | gaussian_noise_snr_30db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.499452
distorted  | gaussian_noise_snr_30db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.372976
distorted  | gaussian_noise_snr_30db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.129406
distorted  | gaussian_noise_snr_30db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.878668
distorted  | gaussian_noise_snr_30db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.438253
distorted  | gaussian_noise_snr_30db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.512834
distorted  | gaussian_noise_snr_30db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.437591
distorted  | gaussian_noise_snr_30db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.774974
distorted  | gaussian_noise_snr_30db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.768602
distorted  | gaussian_noise_snr_30db  | true=no_tumor | predicted=no_tumor | correct=True  | type=FF | tumor_probability=0.148033
distorted  | gaussian_noise_snr_30db  | true=no_tumor | predicted=tumor    | correct=False | type=FT | tumor_probability=0.674764
